id,title,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,title_year,budget,revenue,runtime,vote_average,popularity,vote_count
173,Judge Dredd,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995,"('Judge Dredd', '1995')",90000000,113493481,96.0,5.4,8.184815,643
174,Jury Duty,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Jury Duty', '1995')",0,17014653,88.0,4.0,3.676921,34
175,Kids,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Kids', '1995')",,,,,,
176,Living in Oblivion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Living in Oblivion', '1995')",500000,1148752,89.0,7.2,10.058329,64
177,Lord of Illusions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,"('Lord of Illusions', '1995')",0,0,119.0,5.9,4.102409,87
178,Love & Human Remains,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,"('Love & Human Remains', '1993')",0,0,100.0,7.0,0.354014,7
179,Mad Love,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Mad Love', '1995')",,,,,,
180,Mallrats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Mallrats', '1995')",6000000,2122561,94.0,6.8,8.25547,400
181,Mighty Morphin Power Rangers: The Movie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Mighty Morphin Power Rangers: The Movie', '1995')",15000000,66000000,92.0,5.2,7.024227,153
182,Moonlight and Valentino,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Moonlight and Valentino', '1995')",0,0,100.0,5.6,1.01115,10
183,Mute Witness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,"('Mute Witness', '1994')",,,,,,
184,Nadja,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Nadja', '1994')",0,0,93.0,5.9,7.720056,12
185,"Net, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,"('Net, The', '1995')",,,,,,
186,Nine Months,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Nine Months', '1995')",0,69660733,103.0,5.5,8.482834,171
187,Party Girl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Party Girl', '1995')",150000,472370,94.0,5.8,1.165039,14
188,"Prophecy, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,"('Prophecy, The', '1995')",,,,,,
189,Reckless,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Reckless', '1995')",0,0,91.0,10.0,0.119713,1
190,Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,"('Safe', '1995')",,,,,,
191,"Scarlet Letter, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Scarlet Letter, The', '1995')",,,,,,
192,"Show, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,"('Show, The', '1995')",,,,,,
193,Showgirls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Showgirls', '1995')",45000000,20350754,128.0,4.9,17.502375,261
194,Smoke,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Smoke', '1995')",7000000,8349430,112.0,7.2,5.552946,115
195,Something to Talk About,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Something to Talk About', '1995')",,,,,,
196,Species,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1995,"('Species', '1995')",35000000,113374103,108.0,5.5,13.492845,457
197,"Stars Fell on Henrietta, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Stars Fell on Henrietta, The', '1995')",,,,,,
198,Strange Days,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1995,"('Strange Days', '1995')",42000000,7959291,145.0,6.8,11.223055,334
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1964,"('Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)', '1964')",,,,,,
200,"Tie That Binds, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,"('Tie That Binds, The', '1995')",,,,,,
201,Three Wishes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Three Wishes', '1995')",,,,,,
202,Total Eclipse,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Total Eclipse', '1995')",0,339889,111.0,6.5,4.546552,112
203,"To Wong Foo, Thanks for Everything! Julie Newmar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('To Wong Foo, Thanks for Everything! Julie Newmar', '1995')",0,47774193,105.0,6.3,7.653446,117
204,Under Siege 2: Dark Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Under Siege 2: Dark Territory', '1995')",60000000,104324083,100.0,5.6,7.490247,217
205,Unstrung Heroes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Unstrung Heroes', '1995')",0,0,93.0,6.4,2.881689,9
206,Unzipped,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,"('Unzipped', '1995')",,,,,,
207,"Walk in the Clouds, A",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Walk in the Clouds, A', '1995')",,,,,,
208,Waterworld,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Waterworld', '1995')",175000000,264218220,135.0,5.9,16.885184,1017
209,White Man's Burden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"(""White Man's Burden"", '1995')",8000000,0,89.0,5.1,1.834099,25
210,Wild Bill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,"('Wild Bill', '1995')",30000000,0,98.0,5.9,8.922139,27
211,"Browning Version, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Browning Version, The', '1994')",,,,,,
212,Bushwhacked,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Bushwhacked', '1995')",0,0,90.0,4.9,3.287036,29
213,Burnt By the Sun (Utomlyonnye solntsem),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Burnt By the Sun (Utomlyonnye solntsem)', '1994')",,,,,,
214,Before the Rain (Pred dozhdot),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Before the Rain (Pred dozhdot)', '1994')",,,,,,
215,Before Sunrise,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Before Sunrise', '1995')",2500000,5535405,105.0,7.7,11.304979,984
216,Billy Madison,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Billy Madison', '1995')",10000000,26488734,89.0,6.2,6.638116,464
217,"Babysitter, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995,"('Babysitter, The', '1995')",,,,,,
218,Boys on the Side,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Boys on the Side', '1995')",21000000,23450000,115.0,6.3,3.030309,48
219,"Cure, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Cure, The', '1995')",,,,,,
220,Castle Freak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,"('Castle Freak', '1995')",0,0,95.0,5.8,2.26977,40
222,Circle of Friends,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Circle of Friends', '1995')",0,0,103.0,6.5,2.605521,30
223,Clerks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Clerks', '1994')",27000,3151130,92.0,7.4,10.513367,769
224,Don Juan DeMarco,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Don Juan DeMarco', '1995')",,,,,,
225,Disclosure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994,"('Disclosure', '1994')",55000000,214015089,123.0,5.9,11.812244,217
226,Dream Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,"('Dream Man', '1995')",0,0,0.0,2.5,0.155859,1
227,Drop Zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Drop Zone', '1994')",45000000,0,101.0,5.1,9.579155,91
228,Destiny Turns on the Radio,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Destiny Turns on the Radio', '1995')",0,0,0.0,5.3,0.710671,9
229,Death and the Maiden,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994,"('Death and the Maiden', '1994')",,,,,,
230,Dolores Claiborne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1994,"('Dolores Claiborne', '1994')",,,,,,
231,Dumb & Dumber,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Dumb & Dumber', '1994')",,,,,,
232,Eat Drink Man Woman,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Eat Drink Man Woman', '1994')",0,7294403,123.0,7.5,4.860016,76
233,Exotica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Exotica', '1994')",0,0,103.0,6.5,5.378467,64
234,Exit to Eden,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Exit to Eden', '1994')",0,6841570,113.0,4.3,4.322726,28
235,Ed Wood,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Ed Wood', '1994')",,,,,,
236,French Kiss,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"('French Kiss', '1995')",0,0,111.0,6.2,9.146544,179
237,Forget Paris,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"('Forget Paris', '1995')",0,0,101.0,6.1,16.236745,38
238,Far From Home: The Adventures of Yellow Dog,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Far From Home: The Adventures of Yellow Dog', '1995')",,,,,,
239,"Goofy Movie, A",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"('Goofy Movie, A', '1995')",,,,,,
240,Hideaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,"('Hideaway', '1995')",15000000,12201255,103.0,5.0,8.182165,24
241,Fluke,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Fluke', '1995')",0,0,96.0,6.6,4.953936,48
242,Farinelli: il castrato,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1994,"('Farinelli: il castrato', '1994')",,,,,,
243,Gordy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Gordy', '1995')",0,3992809,90.0,3.0,0.398924,4
244,Gumby: The Movie,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Gumby: The Movie', '1995')",0,0,77.0,5.0,0.090452,2
245,"Glass Shield, The",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Glass Shield, The', '1994')",,,,,,
246,Hoop Dreams,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,"('Hoop Dreams', '1994')",700000,7830611,171.0,7.7,9.47666,91
247,Heavenly Creatures,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1994,"('Heavenly Creatures', '1994')",5000000,3049135,99.0,6.9,9.438042,299
248,Houseguest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Houseguest', '1994')",,,,,,
249,Immortal Beloved,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994,"('Immortal Beloved', '1994')",120,0,121.0,6.9,7.983666,90
250,Heavyweights,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Heavyweights', '1994')",,,,,,
251,"Hunted, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Hunted, The', '1995')",,,,,,
252,I.Q.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,"('I.Q.', '1994')",25000000,0,100.0,5.9,5.146352,112
253,Interview with the Vampire,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994,"('Interview with the Vampire', '1994')",60000000,223664608,123.0,7.2,11.970205,1558
254,Jefferson in Paris,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Jefferson in Paris', '1995')",14000000,2474000,139.0,5.2,1.596058,10
255,"Jerky Boys, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Jerky Boys, The', '1994')",,,,,,
256,Junior,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,"('Junior', '1994')",60000000,37000000,109.0,4.7,6.710215,381
257,Just Cause,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,"('Just Cause', '1995')",0,0,102.0,6.0,9.195256,124
258,"Kid in King Arthur's Court, A",1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1995,"(""Kid in King Arthur's Court, A"", '1995')",,,,,,
259,Kiss of Death,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1995,"('Kiss of Death', '1995')",40000000,0,101.0,5.7,7.797512,83
260,Star Wars: Episode IV - A New Hope,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1977,"('Star Wars: Episode IV - A New Hope', '1977')",,,,,,
261,Little Women,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Little Women', '1994')",18000000,0,115.0,7.0,9.774994,222
262,"Little Princess, A",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Little Princess, A', '1995')",,,,,,
263,Ladybird Ladybird,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Ladybird Ladybird', '1994')",,,,,,
264,"Enfer, L'",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"(""Enfer, L'"", '1994')",,,,,,
265,Like Water for Chocolate (Como agua para chocolate),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1992,"('Like Water for Chocolate (Como agua para chocolate)', '1992')",,,,,,
266,Legends of the Fall,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1994,"('Legends of the Fall', '1994')",30000000,160638883,133.0,7.2,12.199047,636
267,Major Payne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Major Payne', '1994')",,,,,,
268,Little Odessa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Little Odessa', '1994')",0,0,98.0,6.4,1.861292,31
269,My Crazy Life (Mi vida loca),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"('My Crazy Life (Mi vida loca)', '1993')",,,,,,
270,Love Affair,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994,"('Love Affair', '1994')",60000000,0,108.0,4.3,3.290192,11
271,Losing Isaiah,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Losing Isaiah', '1995')",17000000,7603766,106.0,6.4,7.698526,28
272,"Madness of King George, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Madness of King George, The', '1994')",,,,,,
273,Mary Shelley's Frankenstein,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1994,"(""Mary Shelley's Frankenstein"", '1994')",,,,,,
274,Man of the House,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Man of the House', '1995')",,,,,,
275,Mixed Nuts,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Mixed Nuts', '1994')",15000000,0,97.0,5.2,2.899608,37
276,Milk Money,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,"('Milk Money', '1994')",0,18137661,108.0,5.6,3.770115,49
277,Miracle on 34th Street,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Miracle on 34th Street', '1994')",0,46264384,114.0,6.4,5.831622,199
278,Miami Rhapsody,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Miami Rhapsody', '1995')",6,5,95.0,5.6,1.137266,7
279,My Family,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('My Family', '1995')",5500000,0,128.0,7.0,3.121288,11
280,Murder in the First,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995,"('Murder in the First', '1995')",0,17381942,122.0,6.9,9.518564,140
281,Nobody's Fool,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"(""Nobody's Fool"", '1994')",0,0,110.0,7.0,2.891269,56
282,Nell,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Nell', '1994')",31000000,106683817,112.0,6.1,5.930957,128
283,New Jersey Drive,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('New Jersey Drive', '1995')",0,0,98.0,6.9,0.629955,7
284,New York Cop,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996,"('New York Cop', '1996')",,,,,,
285,Beyond Bedlam,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1993,"('Beyond Bedlam', '1993')",,,,,,
286,Nemesis 2: Nebula,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,"('Nemesis 2: Nebula', '1995')",,,,,,
287,Nina Takes a Lover,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,"('Nina Takes a Lover', '1994')",,,,,,
288,Natural Born Killers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,"('Natural Born Killers', '1994')",34000000,50282766,119.0,6.9,11.226856,927
289,Only You,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,"('Only You', '1994')",,,,,,
290,Once Were Warriors,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Once Were Warriors', '1994')",0,2201126,99.0,7.6,4.025276,106
291,Poison Ivy II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,"('Poison Ivy II', '1995')",,,,,,
292,Outbreak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1995,"('Outbreak', '1995')",50000000,189859560,127.0,6.4,13.676444,522
293,"Professional, The (a.k.a. Leon: The Professional)",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1994,"('Professional, The (a.k.a. Leon: The Professional)', '1994')",,,,,,
294,"Perez Family, The",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"('Perez Family, The', '1995')",,,,,,
295,"Pyromaniac's Love Story, A",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"(""Pyromaniac's Love Story, A"", '1995')",,,,,,
296,Pulp Fiction,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Pulp Fiction', '1994')",8000000,213928762,154.0,8.3,140.950236,8670
297,Panther,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Panther', '1995')",0,6834525,124.0,6.4,7.160149,6
298,Pushing Hands,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,"('Pushing Hands', '1992')",400000,152322,105.0,6.1,1.638622,9
299,Priest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Priest', '1994')",0,4176932,98.0,6.4,1.881932,32
300,Quiz Show,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Quiz Show', '1994')",0,0,133.0,7.1,7.772505,262
301,Picture Bride,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995,"('Picture Bride', '1995')",0,0,94.0,7.4,1.296912,5
302,Queen Margot (La Reine Margot),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1994,"('Queen Margot (La Reine Margot)', '1994')",,,,,,
303,"Quick and the Dead, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,"('Quick and the Dead, The', '1995')",,,,,,
304,Roommates,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Roommates', '1995')",22000000,12400000,108.0,6.4,3.395867,7
305,Ready to Wear (Pret-A-Porter),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Ready to Wear (Pret-A-Porter)', '1994')",,,,,,
306,Three Colors: Red,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Three Colors: Red', '1994')",0,0,99.0,7.8,7.832755,246
307,Three Colors: Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"('Three Colors: Blue', '1993')",0,0,98.0,7.7,8.843517,311
308,Three Colors: White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Three Colors: White', '1994')",0,0,91.0,7.3,6.5898,218
309,"Red Firecracker, Green Firecracker",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Red Firecracker, Green Firecracker', '1994')",0,0,111.0,7.0,0.078257,2
310,Rent-a-Kid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Rent-a-Kid', '1995')",0,0,85.0,5.1,1.155255,15
311,Relative Fear,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1994,"('Relative Fear', '1994')",,,,,,
312,Stuart Saves His Family,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Stuart Saves His Family', '1995')",0,0,95.0,5.0,1.390885,6
313,"Swan Princess, The",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Swan Princess, The', '1994')",,,,,,
314,"Secret of Roan Inish, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Secret of Roan Inish, The', '1994')",,,,,,
315,"Specialist, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Specialist, The', '1994')",,,,,,
316,Stargate,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,"('Stargate', '1994')",55000000,196567262,121.0,6.8,13.328924,942
317,"Santa Clause, The",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1994,"('Santa Clause, The', '1994')",,,,,,
318,"Shawshank Redemption, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Shawshank Redemption, The', '1994')",,,,,,
319,Shallow Grave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,"('Shallow Grave', '1994')",0,0,92.0,7.0,8.223026,247
320,Suture,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1993,"('Suture', '1993')",0,102780,96.0,6.0,1.298224,7
321,Strawberry and Chocolate (Fresa y chocolate),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"('Strawberry and Chocolate (Fresa y chocolate)', '1993')",,,,,,
322,Swimming with Sharks,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"('Swimming with Sharks', '1995')",,,,,,
324,"Sum of Us, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Sum of Us, The', '1994')",,,,,,
325,National Lampoon's Senior Trip,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"(""National Lampoon's Senior Trip"", '1995')",,,,,,
326,To Live (Huozhe),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('To Live (Huozhe)', '1994')",,,,,,
327,Tank Girl,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1995,"('Tank Girl', '1995')",25000000,4064495,98.0,5.5,7.602087,140
328,Tales From the Crypt Presents: Demon Knight,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,"('Tales From the Crypt Presents: Demon Knight', '1995')",,,,,,
329,Star Trek: Generations,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994,"('Star Trek: Generations', '1994')",38000000,120000000,118.0,6.4,8.105708,461
330,Tales from the Hood,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,"('Tales from the Hood', '1995')",6000000,12000000,98.0,5.4,2.86007,33
331,Tom & Viv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Tom & Viv', '1994')",0,0,115.0,5.8,0.704204,8
332,Village of the Damned,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1995,"('Village of the Damned', '1995')",0,0,99.0,5.6,6.529879,165
333,Tommy Boy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Tommy Boy', '1995')",0,32648673,97.0,6.8,11.971318,321
334,Vanya on 42nd Street,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Vanya on 42nd Street', '1994')",,,,,,
335,"Underneath, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,"('Underneath, The', '1995')",,,,,,
336,"Walking Dead, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1995,"('Walking Dead, The', '1995')",,,,,,
337,What's Eating Gilbert Grape,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"(""What's Eating Gilbert Grape"", '1993')",11000000,10032765,118.0,7.5,10.3919,943
338,Virtuosity,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995,"('Virtuosity', '1995')",30000000,24048000,106.0,5.4,5.188399,163
339,While You Were Sleeping,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1995,"('While You Were Sleeping', '1995')",17000000,182057016,103.0,6.5,15.783615,340
340,"War, The",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('War, The', '1994')",,,,,,
341,Double Happiness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Double Happiness', '1994')",0,759393,87.0,5.5,0.372239,2
342,Muriel's Wedding,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1994,"(""Muriel's Wedding"", '1994')",3000000,15119639,106.0,6.9,5.254847,104
343,"Baby-Sitters Club, The",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,"('Baby-Sitters Club, The', '1995')",,,,,,
344,Ace Ventura: Pet Detective,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Ace Ventura: Pet Detective', '1994')",15000000,107217396,86.0,6.4,11.247957,1684
345,"Adventures of Priscilla, Queen of the Desert, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Adventures of Priscilla, Queen of the Desert, The', '1994')",,,,,,
346,Backbeat,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1993,"('Backbeat', '1993')",,,,,,
347,Bitter Moon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,"('Bitter Moon', '1992')",5000000,1862805,139.0,7.0,11.298195,115
348,Bullets Over Broadway,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,"('Bullets Over Broadway', '1994')",0,0,98.0,7.0,5.72288,130
